date : 2015-12-31
삼천당제약 000250 유동자산 59,592,151,258
삼천당제약 000250 현금및현금성자산 6,616,747,661
삼천당제약 000250 기타유동금융자산 873,510,535
삼천당제약 000250 매출채권 및
삼천당제약 000250 기타유동자산 635,269,016
삼천당제약 000250 재고자산 14,544,108,610
삼천당제약 000250 비유동자산 69,253,103,996
삼천당제약 000250 유형자산 31,004,260,554
삼천당제약 000250 무형자산 4,821,617,025
삼천당제약 000250 자산총계 128,845,255,254
삼천당제약 000250 유동부채 16,150,598,461
삼천당제약 000250 당기법인세부채 1,123,198,591
삼천당제약 000250 단기차입금 2,630,893,689
삼천당제약 000250 비유동부채 7,858,471,487
삼천당제약 000250 이연법인세부채 961,712,437
삼천당제약 000250 부채총계 24,009,069,948
삼천당제약 000250 자본금 10,618,583,000
삼천당제약 000250 자본총계 104,836,185,306
삼천당제약 000250 자본과부채총계 128,845,255,254
date : 2016-03-31
삼천당제약 000250 유동자산 60,390,613,347
삼천당제약 000250 현금및현금성자산 8,041,275,906
삼천당제약 000250 기타유동금융자산 738,571,480
삼천당제약 000250 매출채권 및
삼천당제약 000250 기타유동자산 1,121,148,603
삼천당제약 000250 재고자산 14,371,503,144
삼천당제약 000250 비유동자산 70,553,211,300
삼천당제약 000250 유형자산 30,782,619,634
삼천당제약 000250 무형자산 4,978,679,687
삼천당제약 000250 자산총계 130,943,824,647
삼천당제약 000250 유동부채 16,003,341,581
삼천당제약 000250 당기법인세부채 1,770,151,483
삼천당제약 000250 단기차입금 3,099,954,187
삼천당제약 000250 비유동부채 8,245,215,004
삼천당제약 000250 이연법인세부채 709,897,758
삼천당제약 000250 부채총계 24,248,556,585
삼천당제약 000250 자본금 10,618,583,000
삼천당제약 000250 이익잉여금(결손금) 75,819,233,258
삼천당제약 000250 자본총계 106,695,268,062
삼천당제약 000250 자본과부채총계 130,943,824,647
date : 2016-06-30
삼천당제약 000250 유동자산 61,233,014,344
삼천당제약 000250 현금및현금성자산 8,188,984,803
삼천당제약 000250 기타유동금융자산 597,853,577
삼천당제약 000250 매출채권 및
삼천당제약 000250 재고자산 15,243,428,116
삼천당제약 000250 비유동자산 73,856,496,869
삼천당제약 000250 기타비유동금융자산 20,000,000
삼천당제약 000250 유형자산 30,876,610,711
삼천당제약 000250 무형자산 6,645,413,062
삼천당제약 000250 자산총계 135,089,511,213
삼천당제약 000250 유동부채 17,154,080,987
삼천당제약 000250 당기법인세부채 1,876,060,819
삼천당제약 000250 단기차입금 3,367,051,473
삼천당제약 000250 비유동부채 7,410,693,355
삼천당제약 000250 기타비유동금융부채 212,000,000
